Dose Aplicada;Data;Quantidade
1ªDose;2021-01-20;1
1ªDose;2021-01-26;1
1ªDose;2021-01-27;4
1ªDose;2021-02-01;25
1ªDose;2021-02-03;244
1ªDose;2021-02-04;114
1ªDose;2021-02-05;32
1ªDose;2021-02-08;53
1ªDose;2021-02-09;2
1ªDose;2021-02-10;33
1ªDose;2021-02-11;37
1ªDose;2021-02-12;93
1ªDose;2021-02-15;32
1ªDose;2021-02-16;251
1ªDose;2021-02-17;1
1ªDose;2021-02-18;31
1ªDose;2021-02-19;49
1ªDose;2021-02-22;14
1ªDose;2021-02-24;1
1ªDose;2021-02-25;14
1ªDose;2021-02-26;36
1ªDose;2021-03-02;7
1ªDose;2021-03-03;46
1ªDose;2021-03-04;55
1ªDose;2021-03-05;193
1ªDose;2021-03-08;18
1ªDose;2021-03-09;2
1ªDose;2021-03-10;346
1ªDose;2021-03-11;109
1ªDose;2021-03-12;111
1ªDose;2021-03-13;4
1ªDose;2021-03-15;14
1ªDose;2021-03-17;82
1ªDose;2021-03-18;95
1ªDose;2021-03-19;41
1ªDose;2021-03-21;1
1ªDose;2021-03-22;94
1ªDose;2021-03-23;22
1ªDose;2021-03-24;571
1ªDose;2021-03-25;10
1ªDose;2021-03-26;129
1ªDose;2021-03-29;224
1ªDose;2021-03-30;486
1ªDose;2021-03-31;516
1ªDose;2021-04-01;67
1ªDose;2021-04-05;111
1ªDose;2021-04-06;421
1ªDose;2021-04-07;266
1ªDose;2021-04-08;23
1ªDose;2021-04-09;47
1ªDose;2021-04-12;1
1ªDose;2021-04-13;122
1ªDose;2021-04-14;240
1ªDose;2021-04-15;21
1ªDose;2021-04-16;48
1ªDose;2021-04-17;1
1ªDose;2021-04-19;112
1ªDose;2021-04-20;600
1ªDose;2021-04-21;62
1ªDose;2021-04-22;51
1ªDose;2021-04-23;11
1ªDose;2021-04-26;100
1ªDose;2021-04-27;26
1ªDose;2021-04-28;2
1ªDose;2021-04-29;367
1ªDose;2021-04-30;158
2ªDose;2021-01-22;3
2ªDose;2021-02-03;11
2ªDose;2021-02-09;256
2ªDose;2021-02-10;154
2ªDose;2021-02-11;2
2ªDose;2021-02-12;2
2ªDose;2021-02-15;1
2ªDose;2021-02-17;4
2ªDose;2021-02-19;21
2ªDose;2021-02-22;2
2ªDose;2021-02-24;1
2ªDose;2021-02-26;2
2ªDose;2021-03-02;76
2ªDose;2021-03-03;35
2ªDose;2021-03-04;4
2ªDose;2021-03-05;4
2ªDose;2021-03-10;37
2ªDose;2021-03-11;79
2ªDose;2021-03-12;41
2ªDose;2021-03-13;100
2ªDose;2021-03-15;29
2ªDose;2021-03-17;3
2ªDose;2021-03-18;46
2ªDose;2021-03-19;12
2ªDose;2021-03-22;13
2ªDose;2021-03-24;15
2ªDose;2021-03-25;31
2ªDose;2021-03-26;4
2ªDose;2021-03-30;48
2ªDose;2021-03-31;56
2ªDose;2021-04-05;2
2ªDose;2021-04-06;3
2ªDose;2021-04-07;153
2ªDose;2021-04-08;90
2ªDose;2021-04-09;56
2ªDose;2021-04-12;6
2ªDose;2021-04-14;45
2ªDose;2021-04-15;59
2ªDose;2021-04-16;104
2ªDose;2021-04-19;380
2ªDose;2021-04-20;94
2ªDose;2021-04-22;163
2ªDose;2021-04-23;289
2ªDose;2021-04-24;2
2ªDose;2021-04-26;263
2ªDose;2021-04-27;692
2ªDose;2021-04-28;17
2ªDose;2021-04-29;18
2ªDose;2021-04-30;5
