index;count
2021-06-07;10
2021-06-08;10
2021-06-09;10
2021-06-10;10
2021-06-11;10
2021-06-12;10
2021-06-13;10
2021-06-14;10
2021-06-15;10
2021-06-16;10
2021-06-17;10
2021-06-18;10
2021-06-19;10
2021-06-20;10
2021-06-21;10
2021-06-22;10
2021-06-23;10
2021-06-24;10
2021-06-25;10
2021-06-26;10
2021-06-27;10
2021-06-28;10
2021-06-29;10
2021-06-30;10
2021-07-01;10
2021-07-02;10
2021-07-03;10
2021-07-04;10
2021-07-05;256
2021-07-06;256
2021-07-07;256
2021-07-08;256
2021-07-09;256
2021-07-10;256
2021-07-11;256
2021-07-12;732
2021-07-13;732
2021-07-14;732
2021-07-15;732
2021-07-16;732
2021-07-17;732
2021-07-18;732
2021-07-19;732
2021-07-20;1033
2021-07-21;1035
2021-07-22;1042
2021-07-23;1045
