;neg-Covid-19-AstraZeneca;neg-Covid-19-Coronavac-Sinovac/Butantan;neg-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;nul-Covid-19-AstraZeneca;nul-Covid-19-Coronavac-Sinovac/Butantan;nul-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer;pos-Covid-19-AstraZeneca;pos-Covid-19-Coronavac-Sinovac/Butantan;pos-Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer
2021-01-01;0.0;0.0;0.0;;;;;;
2021-01-02;0.0;0.0;0.0;;;;;;
2021-01-03;0.0;0.0;0.0;;;;;;
2021-01-04;0.0;0.0;0.0;;;;;;
2021-01-05;0.0;0.0;0.0;;;;;;
2021-01-06;0.0;0.0;0.0;;;;;;
2021-01-07;0.0;0.0;0.0;;;;;;
2021-01-08;0.0;0.0;0.0;;;;;;
2021-01-09;0.0;0.0;0.0;;;;;;
2021-01-10;0.0;0.0;0.0;;;;;;
2021-01-11;0.0;0.0;0.0;;;;;;
2021-01-12;0.0;0.0;0.0;;;;;;
2021-01-13;0.0;0.0;0.0;;;;;;
2021-01-14;0.0;0.0;0.0;;;;;;
2021-01-15;0.0;0.0;0.0;;;;;;
2021-01-16;0.0;0.0;0.0;;;;;;
2021-01-17;0.0;0.0;0.0;;;;;;
2021-01-18;0.0;0.0;0.0;;;;;;
2021-01-19;0.0;1.0;0.0;;;;;;
2021-01-20;0.0;0.0;0.0;;;;;;
2021-01-21;0.0;5.0;0.0;;;;;;
2021-01-22;0.0;1.0;0.0;;;;;;
2021-01-23;0.0;0.0;0.0;;;;;;
2021-01-24;0.0;0.0;0.0;;;;;;
2021-01-25;0.0;1.0;0.0;;;;;;
2021-01-26;0.0;0.0;0.0;;;;;;
2021-01-27;0.0;0.0;0.0;;;;;;
2021-01-28;0.0;3.0;0.0;;;;;;
2021-01-29;0.0;0.0;0.0;;;;;;
2021-01-30;0.0;0.0;0.0;;;;;;
2021-01-31;0.0;0.0;0.0;;;;;;
2021-02-01;0.0;7.0;0.0;;;;;;
2021-02-02;1.0;3.0;0.0;;;;;;
2021-02-03;2.0;3.0;0.0;;;;;;
2021-02-04;0.0;21.0;0.0;;;;;;
2021-02-05;1.0;14.0;0.0;;;;;;
2021-02-06;0.0;0.0;0.0;;;;;;
2021-02-07;0.0;0.0;0.0;;;;;;
2021-02-08;0.0;1.0;0.0;;;;;;
2021-02-09;0.0;4.0;0.0;;;;;;
2021-02-10;0.0;7.0;0.0;;;;;;
2021-02-11;0.0;3.0;0.0;;;;;;
2021-02-12;0.0;3.0;0.0;;;;;;
2021-02-13;0.0;35.0;0.0;;;;;;
2021-02-14;1.0;5.0;0.0;;;;;;
2021-02-15;1.0;15.0;0.0;;;;;;
2021-02-16;1.0;42.0;0.0;;;;;;
2021-02-17;2.0;26.0;0.0;;;;;;
2021-02-18;0.0;50.0;0.0;;;;;;
2021-02-19;0.0;24.0;0.0;;;;;;
2021-02-20;0.0;0.0;0.0;;;;;;
2021-02-21;0.0;1.0;0.0;;;;;;
2021-02-22;0.0;22.0;0.0;;;;;;
2021-02-23;0.0;8.0;0.0;;;;;;
2021-02-24;0.0;12.0;0.0;;;;;;
2021-02-25;0.0;8.0;0.0;;;;;;
2021-02-26;0.0;6.0;0.0;;;;;;
2021-02-27;0.0;0.0;0.0;;;;;;
2021-02-28;0.0;0.0;0.0;;;;;;
2021-03-01;1.0;9.0;0.0;;;;;;
2021-03-02;1.0;6.0;0.0;;;;;;
2021-03-03;1.0;18.0;0.0;;;;;;
2021-03-04;0.0;1.0;0.0;;;;;;
2021-03-05;13.0;6.0;0.0;;;;;;
2021-03-06;0.0;3.0;0.0;;;;;;
2021-03-07;0.0;3.0;0.0;;;;;;
2021-03-08;1.0;3.0;0.0;;;;;;
2021-03-09;5.0;6.0;0.0;;;;;;
2021-03-10;0.0;5.0;0.0;;;;;;
2021-03-11;0.0;5.0;0.0;;;;;;
2021-03-12;0.0;10.0;0.0;;;;;;
2021-03-13;0.0;1.0;0.0;;;;;;
2021-03-14;0.0;1.0;0.0;;;;;;
2021-03-15;1.0;0.0;0.0;;;;;;
2021-03-16;0.0;6.0;0.0;;;;;;
2021-03-17;0.0;2.0;0.0;;;;;;
2021-03-18;0.0;8.0;0.0;;;;;;
2021-03-19;0.0;1.0;0.0;;;;;;
2021-03-20;0.0;3.0;0.0;;;;;;
