Dose Aplicada;Data;Quantidade
1ªDose;2021-01-21;38
1ªDose;2021-01-22;76
1ªDose;2021-01-25;29
1ªDose;2021-01-26;30
1ªDose;2021-01-27;12
1ªDose;2021-01-28;4
1ªDose;2021-01-29;3
1ªDose;2021-01-30;1
1ªDose;2021-02-01;5
1ªDose;2021-02-02;9
1ªDose;2021-02-04;3
1ªDose;2021-02-05;1
1ªDose;2021-02-08;31
1ªDose;2021-02-09;18
1ªDose;2021-02-10;22
1ªDose;2021-02-11;11
1ªDose;2021-02-15;37
1ªDose;2021-02-16;49
1ªDose;2021-02-17;28
1ªDose;2021-02-18;24
1ªDose;2021-02-19;10
1ªDose;2021-02-22;2
1ªDose;2021-02-23;2
1ªDose;2021-02-24;4
1ªDose;2021-02-25;5
1ªDose;2021-02-26;4
1ªDose;2021-03-01;2
1ªDose;2021-03-02;5
1ªDose;2021-03-03;123
1ªDose;2021-03-04;86
1ªDose;2021-03-05;23
1ªDose;2021-03-08;24
1ªDose;2021-03-09;11
1ªDose;2021-03-10;16
1ªDose;2021-03-11;8
1ªDose;2021-03-12;16
1ªDose;2021-03-15;146
1ªDose;2021-03-16;34
1ªDose;2021-03-17;20
1ªDose;2021-03-18;13
1ªDose;2021-03-19;284
1ªDose;2021-03-22;67
1ªDose;2021-03-23;23
1ªDose;2021-03-24;15
1ªDose;2021-03-25;10
1ªDose;2021-03-26;278
1ªDose;2021-03-29;7
1ªDose;2021-03-30;25
1ªDose;2021-03-31;41
1ªDose;2021-04-05;135
1ªDose;2021-04-06;29
1ªDose;2021-04-07;3
1ªDose;2021-04-08;1
1ªDose;2021-04-12;8
1ªDose;2021-04-13;59
1ªDose;2021-04-14;12
1ªDose;2021-04-16;2
1ªDose;2021-04-20;11
1ªDose;2021-04-21;1
1ªDose;2021-04-22;2
1ªDose;2021-04-27;1
1ªDose;2021-04-29;1
1ªDose;2021-04-30;1
2ªDose;2021-02-11;29
2ªDose;2021-02-12;72
2ªDose;2021-02-15;15
2ªDose;2021-02-16;29
2ªDose;2021-02-17;25
2ªDose;2021-02-18;15
2ªDose;2021-02-19;3
2ªDose;2021-02-22;6
2ªDose;2021-02-23;9
2ªDose;2021-02-24;1
2ªDose;2021-02-25;1
2ªDose;2021-02-26;4
2ªDose;2021-03-01;38
2ªDose;2021-03-02;19
2ªDose;2021-03-03;16
2ªDose;2021-03-04;9
2ªDose;2021-03-05;3
2ªDose;2021-03-07;1
2ªDose;2021-03-08;26
2ªDose;2021-03-09;45
2ªDose;2021-03-10;47
2ªDose;2021-03-11;22
2ªDose;2021-03-12;8
2ªDose;2021-03-15;3
2ªDose;2021-03-16;1
2ªDose;2021-03-17;4
2ªDose;2021-03-18;6
2ªDose;2021-03-19;5
2ªDose;2021-03-22;3
2ªDose;2021-03-23;10
2ªDose;2021-03-24;75
2ªDose;2021-03-25;42
2ªDose;2021-03-26;19
2ªDose;2021-03-29;23
2ªDose;2021-03-30;5
2ªDose;2021-03-31;18
2ªDose;2021-04-05;147
2ªDose;2021-04-06;30
2ªDose;2021-04-07;38
2ªDose;2021-04-08;13
2ªDose;2021-04-09;32
2ªDose;2021-04-12;153
2ªDose;2021-04-13;21
2ªDose;2021-04-14;74
2ªDose;2021-04-15;18
2ªDose;2021-04-16;184
2ªDose;2021-04-19;107
2ªDose;2021-04-20;29
2ªDose;2021-04-22;13
2ªDose;2021-04-26;10
2ªDose;2021-04-27;2
2ªDose;2021-04-28;2
2ªDose;2021-04-29;1
