Dose Aplicada;Data;Quantidade
1ªDose;2021-01-21;124
1ªDose;2021-01-22;13
1ªDose;2021-01-26;2
1ªDose;2021-01-27;1
1ªDose;2021-01-28;2
1ªDose;2021-01-29;4
1ªDose;2021-02-04;59
1ªDose;2021-02-08;10
1ªDose;2021-02-09;10
1ªDose;2021-02-10;10
1ªDose;2021-02-11;13
1ªDose;2021-02-12;2
1ªDose;2021-02-15;47
1ªDose;2021-02-16;26
1ªDose;2021-02-17;12
1ªDose;2021-02-18;17
1ªDose;2021-02-19;1
1ªDose;2021-02-22;4
1ªDose;2021-02-24;1
1ªDose;2021-02-25;9
1ªDose;2021-03-01;5
1ªDose;2021-03-02;1
1ªDose;2021-03-05;1
1ªDose;2021-03-08;39
1ªDose;2021-03-09;13
1ªDose;2021-03-10;7
1ªDose;2021-03-11;3
1ªDose;2021-03-12;2
1ªDose;2021-03-15;82
1ªDose;2021-03-16;20
1ªDose;2021-03-17;10
1ªDose;2021-03-18;19
1ªDose;2021-03-19;166
1ªDose;2021-03-22;20
1ªDose;2021-03-23;11
1ªDose;2021-03-24;8
1ªDose;2021-03-25;184
1ªDose;2021-03-26;60
1ªDose;2021-03-29;34
1ªDose;2021-03-30;5
1ªDose;2021-03-31;6
1ªDose;2021-04-05;64
1ªDose;2021-04-06;24
1ªDose;2021-04-07;17
1ªDose;2021-04-08;11
1ªDose;2021-04-09;5
1ªDose;2021-04-12;119
1ªDose;2021-04-13;12
1ªDose;2021-04-14;8
1ªDose;2021-04-15;14
1ªDose;2021-04-16;5
1ªDose;2021-04-19;10
1ªDose;2021-04-20;7
1ªDose;2021-04-21;6
1ªDose;2021-04-22;2
1ªDose;2021-04-23;2
1ªDose;2021-04-26;22
1ªDose;2021-04-27;31
1ªDose;2021-04-28;10
1ªDose;2021-04-29;5
2ªDose;2021-02-11;101
2ªDose;2021-02-12;19
2ªDose;2021-02-15;6
2ªDose;2021-02-16;4
2ªDose;2021-02-17;3
2ªDose;2021-02-22;2
2ªDose;2021-02-24;2
2ªDose;2021-02-25;2
2ªDose;2021-03-02;43
2ªDose;2021-03-03;2
2ªDose;2021-03-04;1
2ªDose;2021-03-08;11
2ªDose;2021-03-10;17
2ªDose;2021-03-11;8
2ªDose;2021-03-15;29
2ªDose;2021-03-16;12
2ªDose;2021-03-17;9
2ªDose;2021-03-18;14
2ªDose;2021-03-19;7
2ªDose;2021-03-22;5
2ªDose;2021-03-23;9
2ªDose;2021-03-24;4
2ªDose;2021-03-25;2
2ªDose;2021-03-26;1
2ªDose;2021-03-29;14
2ªDose;2021-03-30;5
2ªDose;2021-03-31;4
2ªDose;2021-04-05;32
2ªDose;2021-04-06;31
2ªDose;2021-04-07;17
2ªDose;2021-04-08;7
2ªDose;2021-04-09;3
2ªDose;2021-04-12;67
2ªDose;2021-04-13;27
2ªDose;2021-04-14;8
2ªDose;2021-04-15;22
2ªDose;2021-04-16;101
2ªDose;2021-04-17;1
2ªDose;2021-04-19;107
2ªDose;2021-04-20;16
2ªDose;2021-04-21;4
2ªDose;2021-04-22;19
2ªDose;2021-04-23;106
2ªDose;2021-04-26;35
2ªDose;2021-04-27;8
2ªDose;2021-04-28;7
2ªDose;2021-04-29;2
2ªDose;2021-04-30;1
