Dose Aplicada;Data;Quantidade
1ªDose;2021-01-18;1
1ªDose;2021-01-19;20
1ªDose;2021-01-20;38
1ªDose;2021-01-21;68
1ªDose;2021-01-22;26
1ªDose;2021-01-23;1
1ªDose;2021-01-25;8
1ªDose;2021-01-26;55
1ªDose;2021-01-27;32
1ªDose;2021-01-28;40
1ªDose;2021-01-29;55
1ªDose;2021-02-01;55
1ªDose;2021-02-02;44
1ªDose;2021-02-03;70
1ªDose;2021-02-04;11
1ªDose;2021-02-05;1
1ªDose;2021-02-10;1
1ªDose;2021-02-12;80
1ªDose;2021-02-13;4
1ªDose;2021-02-18;12
1ªDose;2021-02-19;11
1ªDose;2021-02-20;1
1ªDose;2021-02-22;10
1ªDose;2021-02-23;17
1ªDose;2021-02-24;3
1ªDose;2021-02-25;7
1ªDose;2021-02-26;33
1ªDose;2021-03-01;1
1ªDose;2021-03-02;14
1ªDose;2021-03-03;5
1ªDose;2021-03-05;26
1ªDose;2021-03-06;16
1ªDose;2021-03-12;79
1ªDose;2021-03-13;1
1ªDose;2021-03-14;1
1ªDose;2021-03-15;4
1ªDose;2021-03-16;4
1ªDose;2021-03-18;2
1ªDose;2021-03-19;104
1ªDose;2021-03-20;5
1ªDose;2021-03-21;2
1ªDose;2021-03-22;5
1ªDose;2021-03-23;220
1ªDose;2021-03-24;207
1ªDose;2021-03-25;118
1ªDose;2021-03-26;2
1ªDose;2021-03-29;87
1ªDose;2021-03-30;50
1ªDose;2021-03-31;27
1ªDose;2021-04-05;16
1ªDose;2021-04-06;294
1ªDose;2021-04-07;121
1ªDose;2021-04-08;74
1ªDose;2021-04-09;16
1ªDose;2021-04-10;99
1ªDose;2021-04-12;3
1ªDose;2021-04-13;21
1ªDose;2021-04-14;28
1ªDose;2021-04-15;16
1ªDose;2021-04-16;38
1ªDose;2021-04-19;25
1ªDose;2021-04-23;1
1ªDose;2021-04-26;9
2ªDose;2021-01-26;2
2ªDose;2021-02-05;1
2ªDose;2021-02-09;20
2ªDose;2021-02-10;38
2ªDose;2021-02-11;67
2ªDose;2021-02-12;29
2ªDose;2021-02-13;1
2ªDose;2021-02-15;6
2ªDose;2021-02-16;1
2ªDose;2021-02-17;38
2ªDose;2021-02-18;13
2ªDose;2021-02-19;1
2ªDose;2021-02-20;2
2ªDose;2021-02-22;2
2ªDose;2021-02-25;2
2ªDose;2021-02-26;1
2ªDose;2021-03-01;3
2ªDose;2021-03-05;46
2ªDose;2021-03-06;7
2ªDose;2021-03-11;11
2ªDose;2021-03-12;10
2ªDose;2021-03-15;3
2ªDose;2021-03-16;13
2ªDose;2021-03-19;4
2ªDose;2021-03-22;2
2ªDose;2021-03-23;14
2ªDose;2021-03-24;6
2ªDose;2021-03-25;24
2ªDose;2021-03-26;1
2ªDose;2021-03-29;22
2ªDose;2021-04-05;2
2ªDose;2021-04-06;43
2ªDose;2021-04-07;44
2ªDose;2021-04-08;46
2ªDose;2021-04-09;21
2ªDose;2021-04-10;7
2ªDose;2021-04-12;2
2ªDose;2021-04-15;7
2ªDose;2021-04-19;268
2ªDose;2021-04-20;25
2ªDose;2021-04-22;2
2ªDose;2021-04-26;39
2ªDose;2021-04-27;1
2ªDose;2021-04-29;1
